,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,-62.46205139160156,-117.17851257324219,460.54119873046875,18.604812622070312,63.00899124145508,-199.3500213623047,102.40751647949219,-365.96923828125,-538.0589599609375,-119.1417236328125,-529.4963989257812,603.8622436523438,-722.7323608398438,397.2137145996094,258.6921691894531,185.31149291992188,-326.2560729980469,733.1475830078125,-179.8235626220703,-102.15282440185547,339.4795227050781,-412.7481689453125
1,-162.48513793945312,102.86768341064453,154.98330688476562,216.3657684326172,19.979496002197266,-308.10540771484375,-9.63089656829834,-215.3577423095703,205.01202392578125,67.31666564941406,221.25384521484375,195.24429321289062,169.56973266601562,403.8018798828125,411.6152648925781,642.20166015625,-228.3040771484375,226.57696533203125,-284.9150695800781,-97.05327606201172,230.33590698242188,192.67872619628906
2,-309.68994140625,-97.84690856933594,-59.88226318359375,-55.17855453491211,-297.0111389160156,-372.1195983886719,-49.384254455566406,-2.2065176963806152,-79.81097412109375,-39.74563980102539,-116.29312133789062,170.26824951171875,95.29588317871094,306.1212158203125,-240.91885375976562,-84.48796844482422,-413.20977783203125,209.526123046875,72.45687866210938,-211.74716186523438,-13.853860855102539,-68.10214233398438
3,-625.7150268554688,118.53180694580078,82.33674621582031,304.7159729003906,256.7206726074219,-333.0965270996094,131.7138671875,-511.4101257324219,59.403602600097656,292.28717041015625,152.3589324951172,188.19293212890625,-319.03350830078125,924.0524291992188,973.5133666992188,572.2285766601562,-495.3672790527344,399.1732482910156,-703.388916015625,-412.1522216796875,588.92578125,-162.52645874023438
4,-506.9888610839844,487.651611328125,234.79058837890625,-106.22608947753906,167.4204559326172,-485.44085693359375,170.74896240234375,-628.5697021484375,-15.147597312927246,-487.6705322265625,-113.32616424560547,50.6190299987793,-411.8001403808594,454.51837158203125,567.7310791015625,527.5337524414062,-1674.2445068359375,280.70001220703125,-431.9474792480469,-250.6465301513672,262.88177490234375,-547.9808959960938
5,-148.66653442382812,17.359384536743164,190.82290649414062,-12.723252296447754,-228.28884887695312,-22.270177841186523,371.26947021484375,-568.4495849609375,27.3508358001709,346.8852844238281,-341.8436279296875,457.1253662109375,-236.34449768066406,517.2531127929688,494.76788330078125,548.5537109375,-607.6716918945312,292.1959533691406,-575.2824096679688,-532.7339477539062,206.3665771484375,-361.6829528808594
6,-53.96824645996094,-172.04124450683594,-156.078125,-222.95359802246094,-134.57354736328125,-192.19549560546875,22.6008358001709,-190.436767578125,-179.33648681640625,-33.59641647338867,-239.30184936523438,149.12106323242188,-188.5410919189453,24.312978744506836,123.08626556396484,74.03118133544922,-215.18394470214844,221.7273712158203,-248.49691772460938,-27.727771759033203,126.00607299804688,-160.51698303222656
7,-11.872275352478027,166.5098419189453,-49.54622268676758,-676.8135375976562,-29.995664596557617,-878.7874145507812,-409.38165283203125,146.43702697753906,-282.5066833496094,-458.1230163574219,-481.1611022949219,337.5125732421875,1361.264404296875,255.2903594970703,239.97618103027344,172.29843139648438,-482.239990234375,249.21437072753906,-434.2076416015625,-983.76171875,240.27297973632812,-484.7734375
8,105.5628890991211,155.1630096435547,8.034379005432129,-222.30442810058594,-188.96661376953125,-364.7723693847656,-35.992103576660156,-216.98114013671875,-590.5980224609375,-211.2792510986328,-381.181396484375,227.34420776367188,328.8457336425781,308.371826171875,250.09954833984375,165.4730224609375,-397.083740234375,195.38365173339844,-281.5226745605469,-119.67231750488281,301.8200378417969,-198.3155059814453
9,-191.3863525390625,233.23843383789062,264.3358154296875,-390.9808349609375,-300.9767761230469,-830.1162109375,-257.2779846191406,-432.6251220703125,-274.02459716796875,-332.9264831542969,-81.10762786865234,726.4244384765625,627.09130859375,258.6688232421875,282.54559326171875,677.1430053710938,-563.2607421875,160.43719482421875,-228.18600463867188,-274.1481628417969,170.71377563476562,-274.228271484375
