,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,52.711669921875,75.39279174804688,7.11311149597168,-430.751220703125,67.14444732666016,-374.2957458496094,97.59220123291016,-76.36841583251953,-288.9942932128906,-166.11117553710938,-134.80859375,402.3641357421875,295.5517272949219,122.61083984375,394.46197509765625,210.31529235839844,-156.43336486816406,155.98220825195312,-196.45736694335938,-374.0774841308594,432.8418884277344,-597.8170166015625
1,-58.04779052734375,-95.706787109375,-67.31404876708984,-161.15951538085938,-60.961612701416016,-300.0575256347656,-90.21099090576172,-245.2184295654297,-98.08505249023438,-117.01551818847656,-381.52593994140625,222.57989501953125,-161.98228454589844,296.49664306640625,324.5732727050781,229.29847717285156,-384.18951416015625,239.05909729003906,-555.1021728515625,-110.20516204833984,171.1898956298828,-347.2839660644531
2,-48.929283142089844,-96.04342651367188,218.90505981445312,-170.47776794433594,-168.75196838378906,-342.080322265625,-161.14013671875,-160.636474609375,-364.4786071777344,-229.27684020996094,-149.8383331298828,614.5632934570312,137.61563110351562,469.5237121582031,558.6215209960938,622.6244506835938,-626.6798706054688,649.7454223632812,-534.3905029296875,-404.8829040527344,219.83270263671875,-199.1157989501953
3,-53.979888916015625,-142.16119384765625,-162.94432067871094,-292.9962158203125,-394.15618896484375,-714.0510864257812,-493.9788513183594,-87.65447998046875,201.24984741210938,-338.3404846191406,-313.07708740234375,632.172607421875,-354.0794982910156,378.8566589355469,378.6712341308594,658.1715087890625,-589.9122924804688,370.602294921875,-488.4565734863281,-513.8475952148438,666.6687622070312,-436.027587890625
4,-110.46926879882812,-124.658447265625,-109.53040313720703,-139.89369201660156,-139.84100341796875,-304.39990234375,-207.0758056640625,-163.02175903320312,-257.3858947753906,-295.5511474609375,-331.21014404296875,-76.40655517578125,-245.68994140625,552.915283203125,369.91375732421875,544.2787475585938,-335.18017578125,451.3358459472656,-198.06243896484375,-466.03399658203125,209.85455322265625,-235.2944793701172
5,-99.68406677246094,264.5142517089844,161.0530548095703,119.6826171875,192.04710388183594,-914.901611328125,459.0990295410156,-777.6311645507812,-36.33354187011719,391.2403259277344,-365.127197265625,374.0201110839844,479.3761291503906,115.06997680664062,711.5768432617188,270.57550048828125,-892.2666015625,488.61895751953125,-575.4591674804688,-696.034912109375,1142.7230224609375,-327.1964111328125
6,-87.57534790039062,130.44561767578125,81.26206970214844,-135.53817749023438,-276.9494934082031,-279.5599060058594,-105.80912017822266,-306.81414794921875,-124.47972106933594,-192.774658203125,-246.20013427734375,614.7438354492188,-496.0334777832031,227.08370971679688,634.391357421875,308.3075256347656,-120.1964111328125,335.924072265625,-367.2548828125,-197.720947265625,336.7281494140625,-196.80789184570312
7,-193.3773956298828,-176.78826904296875,-147.39779663085938,-246.80142211914062,-55.07940673828125,-348.9184875488281,-86.835205078125,-369.6659851074219,66.54194641113281,-196.0800018310547,-238.3046875,736.6387329101562,-330.4430236816406,458.9151916503906,867.2843017578125,937.3638916015625,-462.8716735839844,646.0771484375,-730.799072265625,-856.3277587890625,476.8997497558594,-463.9814453125
8,-175.73313903808594,-86.71883392333984,-113.2560806274414,-168.23855590820312,-319.62591552734375,-455.8554992675781,-210.10166931152344,-170.0924530029297,-389.56793212890625,-356.1888732910156,-103.70927429199219,848.7249145507812,-1180.549560546875,105.2677230834961,886.9361572265625,199.9130859375,-397.7340393066406,804.5928955078125,-132.98318481445312,-448.0643005371094,175.28076171875,-344.64727783203125
9,-280.0483703613281,193.78790283203125,77.92998504638672,146.1138916015625,-191.78346252441406,-346.4670104980469,301.4229736328125,-427.0671691894531,123.3785400390625,599.1226806640625,-182.58229064941406,630.2257080078125,-755.3370971679688,636.3082275390625,395.8253173828125,254.4107208251953,-560.7704467773438,982.9063720703125,-294.7666320800781,-311.52569580078125,357.6751708984375,-122.28890991210938
