0,43135400,43136400
1,43136300,43137300
2,59948200,59949200
3,59939900,59940900
4,6488100,6489100
5,6488100,6489100
6,70312700,70313700
7,72311400,72312400
8,72309700,72310700
9,72319700,72320700
10,72317700,72318700
11,72313300,72314300
12,75999000,76000000
13,94454300,94455300
14,94457600,94458600
15,94455400,94456400
16,94451100,94452100
17,94459100,94460100
18,94453400,94454400
19,94456300,94457300
20,94449900,94450900
21,94512800,94513800
22,94514100,94515100
23,94515600,94516600
24,94518500,94519500
25,94516500,94517500
26,94517200,94518200
27,95145700,95146700
28,95146600,95147600
29,10009600,10010600
30,10005200,10006200
31,100274600,100275600
32,100279500,100280500
33,109805400,109806400
34,109807700,109808700
35,109806800,109807800
36,110083400,110084400
37,110084000,110085000
38,110088100,110089100
39,110318600,110319600
40,110314600,110315600
41,110071200,110072200
42,110070300,110071300
43,116751100,116752100
44,118069200,118070200
45,118067800,118068800
46,112023700,112024700
47,112018900,112019900
48,112258000,112259000
49,112258900,112259900
50,112929300,112930300
51,112931500,112932500
52,113048400,113049400
53,113046100,113047100
54,113049500,113050500
55,113045300,113046300
56,15969400,15970400
57,15962400,15963400
58,15965600,15966600
59,1675800,1676800
60,1673700,1674700
61,1717500,1718500
62,1903700,1904700
63,1975200,1976200
64,1979100,1980100
65,1977400,1978400
66,1972600,1973600
67,1970800,1971800
68,32468500,32469500
69,32459700,32460700
70,150529600,150530600
71,150536700,150537700
72,150537800,150538800
73,153772400,153773400
74,153772400,153773400
75,153776100,153777100
76,153776100,153777100
77,153778500,153779500
78,153778500,153779500
79,153773400,153774400
80,153773400,153774400
81,154555400,154556400
82,154556000,154557000
83,156059500,156060500
84,56895000,56896000
85,57110500,57111500
86,57115200,57116200
87,57114200,57115200
88,64613400,64614400
89,64610700,64611700
90,64609600,64610600
91,64971900,64972900
92,66176400,66177400
93,69260100,69261100
94,69262500,69263500
95,69264200,69265200
96,71735300,71736300
97,72439300,72440300
98,72439300,72440300
99,72437500,72438500
100,72437500,72438500
101,17284500,17285500
102,17285800,17286800
103,174737200,174738200
104,174739300,174740300
105,174735600,174736600
106,77930800,77931800
107,182055000,182056000
108,182056900,182057900
109,182055000,182056000
110,182056900,182057900
111,182413200,182414200
112,182569000,182570000
113,182567800,182568800
114,182565000,182566000
115,184774900,184775900
116,184775600,184776600
117,204418000,204419000
118,204419700,204420700
119,206654100,206655100
120,206654800,206655800
121,112390800,112391800
122,112392600,112393600
123,112389300,112390300
124,113637900,113638900
125,113633600,113634600
126,113632400,113633400
127,113637000,113638000
128,113635600,113636600
129,21466800,21467800
130,224300400,224301400
131,224305200,224306200
132,225667900,225668900
133,225664500,225665500
134,225669300,225670300
135,225661300,225662300
136,53300200,53301200
137,53300200,53301200
138,53302900,53303900
139,53302900,53303900
140,53452500,53453500
141,53450600,53451600
142,53456000,53457000
143,53459400,53460400
144,53725800,53726800
145,53720900,53721900
146,53729400,53730400
147,57150200,57151200
148,57151200,57152200
149,57980200,57981200
150,26223400,26224400
151,26224800,26225800
152,26219900,26220900
153,26609200,26610200
154,26609200,26610200
155,26611700,26612700
156,26611700,26612700
157,26616200,26617200
158,26616200,26617200
159,26612600,26613600
160,26612600,26613600
161,686500,687500
162,683900,684900
163,682100,683100
164,689000,690000
165,683000,684000
166,680900,681900
167,687700,688700
168,6868200,6869200
169,6866500,6867500
170,6866500,6867500
171,27427000,27428000
172,27428000,27429000
173,75899700,75900700
174,27622500,27623500
175,27724600,27725600
176,27879800,27880800
177,92403900,92404900
178,92403900,92404900
179,92406500,92407500
180,92406500,92407500
181,92404800,92405800
182,92404800,92405800
183,92402700,92403700
184,92402700,92403700
185,100104900,100105900
186,21518000,21519000
187,35914300,35915300
188,35914300,35915300
189,35915700,35916700
190,35915700,35916700
191,35916400,35917400
192,35916400,35917400
193,35919900,35920900
194,35919900,35920900
195,36033000,36034000
196,36034400,36035400
197,36028800,36029800
198,36030200,36031200
199,36028800,36029800
200,36034400,36035400
201,36033000,36034000
202,36030200,36031200
203,105837000,105838000
204,105830500,105831500
205,45816700,45817700
206,45819000,45820000
207,45813900,45814900
208,45815300,45816300
209,70053400,70054400
210,70054200,70055200
211,47081800,47082800
212,73762400,73763400
213,91789400,91790400
214,91796700,91797700
215,91792700,91793700
216,91790200,91791200
217,91799400,91800400
218,95910200,95911200
219,95910200,95911200
220,95911200,95912200
221,95911200,95912200
222,95912200,95913200
223,95912200,95913200
224,95918600,95919600
225,95918600,95919600
226,37184000,37185000
227,37185300,37186300
228,37188300,37189300
229,37180000,37181000
230,37189700,37190700
231,55513900,55514900
232,55512300,55513300
233,63452000,63453000
234,63457400,63458400
235,64109500,64110500
236,64119700,64120700
237,64116500,64117500
238,64118300,64119300
239,65934000,65935000
240,65931500,65932500
241,65936200,65937200
242,75063400,75064400
243,75062300,75063300
244,83521000,83522000
245,83524300,83525300
246,10416600,10417600
247,10410000,10411000
248,10419600,10420600
249,10415600,10416600
250,10412800,10413800
251,11060200,11061200
252,11061000,11062000
253,11059600,11060600
254,11061600,11062600
255,11063400,11064400
256,19611800,19612800
257,19612800,19613800
258,2079300,2080300
259,2069800,2070800
260,25076100,25077100
261,25077000,25078000
262,25073500,25074500
263,2923800,2924800
264,57934900,57935900
265,67702500,67703500
266,75540000,75541000
267,75543000,75544000
268,75542400,75543400
269,83993800,83994800
270,83998700,83999700
271,83989600,83990600
272,83992400,83993400
273,84546900,84547900
274,84549900,84550900
275,84548000,84549000
276,84544900,84545900
277,85472100,85473100
278,85474000,85475000
279,85471400,85472400
280,85473100,85474100
281,87819300,87820300
282,87810400,87811400
283,87813800,87814800
284,88517800,88518800
285,88509800,88510800
286,88514800,88515800
287,88513300,88514300
288,88511400,88512400
289,88590900,88591900
290,88594200,88595200
291,88598000,88599000
292,88594800,88595800
293,88596500,88597500
294,88809300,88810300
295,88813600,88814600
296,88812400,88813400
297,15734600,15735600
298,1818300,1819300
299,1811200,1812200
300,27089900,27090900
301,27089900,27090900
302,27951300,27952300
303,27950200,27951200
304,27957900,27958900
305,31112700,31113700
306,31110000,31111000
307,33328200,33329200
308,40116800,40117800
309,40114100,40115100
310,40179600,40180600
311,42284900,42285900
312,42286800,42287800
313,42285900,42286900
314,47787600,47788600
315,47787600,47788600
316,47786600,47787600
317,47786600,47787600
318,47788800,47789800
319,47788800,47789800
320,48442400,48443400
321,48440000,48441000
322,48443400,48444400
323,49081600,49082600
324,62152400,62153400
325,62153900,62154900
326,62151000,62152000
327,62221400,62222400
328,62226600,62227600
329,62227500,62228500
330,62230200,62231200
331,62228500,62229500
332,62225500,62226500
333,6569400,6570400
334,6569400,6570400
335,6569400,6570400
336,66251400,66252400
337,6746600,6747600
338,6746600,6747600
339,6746600,6747600
340,6746600,6747600
341,6748700,6749700
342,6748700,6749700
343,6748700,6749700
344,6748700,6749700
345,70723200,70724200
346,70721000,70722000
347,70721900,70722900
348,7185200,7186200
349,7184300,7185300
350,7186100,7187100
351,79102100,79103100
352,79102100,79103100
353,79109600,79110600
354,79109600,79110600
355,79108800,79109800
356,79108800,79109800
357,79099100,79100100
358,79099100,79100100
359,79103600,79104600
360,79103600,79104600
361,79106000,79107000
362,79106000,79107000
363,8027600,8028600
364,8027600,8028600
365,8026800,8027800
366,8026800,8027800
367,8026100,8027100
368,8026100,8027100
369,8024200,8025200
370,8024200,8025200
371,43243500,43244500
372,43247000,43248000
373,43242100,43243100
374,85410600,85411600
375,85581900,85582900
376,9974100,9975100
377,9971200,9972200
378,90272700,90273700
379,90273900,90274900
380,10694100,10695100
381,13990000,13991000
382,13993900,13994900
383,14683100,14684100
384,14689300,14690300
385,1547200,1548200
386,1545800,1546800
387,17509600,17510600
388,19166200,19167200
389,19170300,19171300
390,19162400,19163400
391,19167500,19168500
392,19168900,19169900
393,19160000,19161000
394,19165100,19166100
395,19648700,19649700
396,19644100,19645100
397,19648000,19649000
398,2646000,2647000
399,2642400,2643400
400,2648100,2649100
401,35332400,35333400
402,35329400,35330400
403,38891800,38892800
404,39931800,39932800
405,39931000,39932000
406,41713600,41714600
407,41712800,41713800
408,44253200,44254200
409,44252600,44253600
410,45283800,45284800
411,45279600,45280600
412,45288000,45289000
413,45280800,45281800
414,4575000,4576000
415,4575900,4576900
416,4578200,4579200
417,4579100,4580100
418,45944600,45945600
419,45943800,45944800
420,46094500,46095500
421,46091400,46092400
422,46093800,46094800
423,47034100,47035100
424,47114100,47115100
425,47116600,47117600
426,4806300,4807300
427,49891000,49892000
428,49894700,49895700
429,50006800,50007800
430,50006800,50007800
431,50005600,50006600
432,50005600,50006600
433,50002500,50003500
434,50002500,50003500
435,50003400,50004400
436,50003400,50004400
437,50004400,50005400
438,50004400,50005400
439,56031800,56032800
440,56031000,56032000
441,56032500,56033500
442,2503000,2504000
443,2503000,2504000
444,2503000,2504000
445,2503000,2504000
446,2503000,2504000
447,2503000,2504000
448,2503000,2504000
449,2503000,2504000
450,2503000,2504000
451,2503800,2504800
452,2503800,2504800
453,2503800,2504800
454,2503800,2504800
455,2503800,2504800
456,2503800,2504800
457,2503800,2504800
458,2503800,2504800
459,2503800,2504800
460,2505800,2506800
461,2505800,2506800
462,2505800,2506800
463,2505800,2506800
464,2505800,2506800
465,2505800,2506800
466,2505800,2506800
467,2505800,2506800
468,2505800,2506800
469,2499600,2500600
470,2499600,2500600
471,2499600,2500600
472,2499600,2500600
473,2499600,2500600
474,2499600,2500600
475,2499600,2500600
476,2499600,2500600
477,30220800,30221800
478,30222000,30223000
479,30448200,30449200
480,30440000,30441000
481,30442500,30443500
482,32901300,32902300
483,32899500,32900500
484,32903800,32904800
485,32902800,32903800
486,33126100,33127100
487,33124000,33125000
488,39594900,39595900
489,541900,542900
490,542900,543900
491,55963300,55964300
492,62334400,62335400
493,62332300,62333300
494,62333500,62334500
495,62330800,62331800
496,796400,797400
497,11964500,11965500
498,122281300,122282300
499,122281300,122282300
500,122282600,122283600
501,122282600,122283600
502,130918500,130919500
503,130918500,130919500
504,130913400,130914400
505,130913400,130914400
506,130915600,130916600
507,130915600,130916600
508,130917300,130918300
509,130917300,130918300
510,130914500,130915500
511,130914500,130915500
512,35818700,35819700
513,46572500,46573500
514,171097900,171098900
515,171098800,171099800
516,171096900,171097900
517,171094600,171095600
518,171100100,171101100
519,171220000,171221000
520,171223400,171224400
521,171218600,171219600
522,171225800,171226800
523,171226900,171227900
524,171221700,171222700
525,171220800,171221800
526,171224600,171225600
527,18038000,18039000
528,18037400,18038400
529,219153100,219154100
530,26794600,26795600
531,232092200,232093200
532,32269000,32270000
533,32277200,32278200
534,38024700,38025700
535,38019600,38020600
536,38021500,38022500
537,39268600,39269600
538,39268600,39269600
539,43204900,43205900
540,43204900,43205900
541,43201000,43202000
542,43201000,43202000
543,43199300,43200300
544,43199300,43200300
545,43253500,43254500
546,48337200,48338200
547,48335800,48336800
548,69951100,69952100
549,73216600,73217600
550,73212400,73213400
551,74469700,74470700
552,85649700,85650700
553,85649700,85650700
554,85649000,85650000
555,85649000,85650000
556,85648300,85649300
557,85648300,85649300
558,9945100,9946100
559,9942600,9943600
560,12176300,12177300
561,122280000,122281000
562,128143200,128144200
563,128139900,128140900
564,128145600,128146600
565,128141600,128142600
566,128142200,128143200
567,128140800,128141800
568,128144100,128145100
569,142305400,142306400
570,142547500,142548500
571,142648000,142649000
572,142648700,142649700
573,15159600,15160600
574,15156100,15157100
575,15150200,15151200
576,15155100,15156100
577,152768600,152769600
578,152761200,152762200
579,152762600,152763600
580,152759800,152760800
581,152769400,152770400
582,178733000,178734000
583,178739400,178740400
584,178733900,178734900
585,183730200,183731200
586,183730200,183731200
587,183739000,183740000
588,183739000,183740000
589,49571400,49572400
590,72988000,72989000
591,72986600,72987600
592,99551900,99552900
593,99781100,99782100
594,99787000,99788000
595,99788000,99789000
596,103545000,103546000
597,103549000,103550000
598,103546100,103547100
599,110342900,110343900
600,110340400,110341400
601,110345200,110346200
602,39470900,39471900
603,39470900,39471900
604,48141600,48142600
605,48204600,48205600
606,48205600,48206600
607,48206800,48207800
608,48207800,48208800
609,141085200,141086200
610,141087500,141088500
611,141081200,141082200
612,141081800,141082800
613,148756500,148757500
614,148759600,148760600
615,148749800,148750800
616,148752800,148753800
617,148820600,148821600
618,148822800,148823800
619,148818900,148819900
620,149218200,149219200
621,177507100,177508100
622,177508400,177509400
623,177507800,177508800
624,177504800,177505800
625,36745000,36746000
626,36746400,36747400
627,36742900,36743900
628,36740300,36741300
629,36739400,36740400
630,42908600,42909600
631,90399100,90400100
632,90519600,90520600
633,90515000,90516000
634,111005300,111006300
635,111003800,111004800
636,117770700,117771700
637,11927400,11928400
638,11929400,11930400
639,136967000,136968000
640,136964400,136965400
641,136967600,136968600
642,136969100,136970100
643,136968300,136969300
644,138037700,138038700
645,138037700,138038700
646,138031000,138032000
647,138031000,138032000
648,138036100,138037100
649,138036100,138037100
650,138039300,138040300
651,138039300,138040300
652,138029300,138030300
653,138029300,138030300
654,138129300,138130300
655,138129300,138130300
656,138127000,138128000
657,138127000,138128000
658,147224900,147225900
659,147229600,147230600
660,16005200,16006200
661,16006000,16007000
662,16007200,16008200
663,163600500,163601500
664,163607700,163608700
665,163599300,163600300
666,163604700,163605700
667,163602800,163603800
668,163602000,163603000
669,163609000,163610000
670,163606700,163607700
671,20096100,20097100
672,20094200,20095200
673,20092900,20093900
674,20408900,20409900
675,20406800,20407800
676,20409700,20410700
677,20399800,20400800
678,2798200,2799200
679,2798200,2799200
680,2857200,2858200
681,2857200,2858200
682,2859400,2860400
683,2859400,2860400
684,2858300,2859300
685,2858300,2859300
686,2856100,2857100
687,2856100,2857100
688,30458600,30459600
689,30459300,30460300
690,30456000,30457000
691,30451500,30452500
692,30705200,30706200
693,30702200,30703200
694,30791800,30792800
695,30790800,30791800
696,30793300,30794300
697,30799600,30800600
698,31757300,31758300
699,31759400,31760400
700,32984000,32985000
701,32985000,32986000
702,33093100,33094100
703,33555000,33556000
704,33559300,33560300
705,33556600,33557600
706,35267800,35268800
707,35266600,35267600
708,35313500,35314500
709,35314800,35315800
710,41750700,41751700
711,41750700,41751700
712,41905400,41906400
713,41905400,41906400
714,41902400,41903400
715,41902400,41903400
716,41903700,41904700
717,41903700,41904700
718,41904700,41905700
719,41904700,41905700
720,41899300,41900300
721,41899300,41900300
722,47064300,47065300
723,47061700,47062700
724,52280400,52281400
725,52281700,52282700
726,52282900,52283900
727,52758100,52759100
728,56767400,56768400
729,56768700,56769700
730,7282000,7283000
731,1016900,1017900
732,1014300,1015300
733,106591500,106592500
734,106592800,106593800
735,116231500,116232500
736,116229300,116230300
737,128312400,128313400
738,137594400,137595400
739,137589600,137590600
740,38255700,38256700
741,56075000,56076000
742,56073000,56074000
743,56074200,56075200
744,86568600,86569600
745,86559900,86560900
746,86561800,86562800
747,86561100,86562100
748,97920900,97921900
749,97922200,97923200
750,97919800,97920800
751,126129800,126130800
752,126137800,126138800
753,134509400,134510400
754,134508600,134509600
755,141478100,141479100
756,141475400,141476400
757,22287200,22288200
758,23331700,23332700
759,23334000,23335000
760,42026400,42027400
761,42027300,42028300
762,67831000,67832000
763,67829600,67830600
764,67833400,67834400
765,81004000,81005000
766,8912100,8913100
767,122968700,122969700
768,122963500,122964500
769,130965600,130966600
770,130963400,130964400
771,13672200,13673200
772,13669500,13670500
773,53343300,53344300
774,53346400,53347400
775,53342400,53343400
776,53345300,53346300
777,53348600,53349600
778,126187600,126188600
779,126174600,126175600
780,126193600,126194600
781,126179800,126180800
782,126185700,126186700
783,47013300,47014300
784,47010000,47011000
785,47022200,47023200
786,47009200,47010200
787,47020000,47021000
788,47007400,47008400
789,47011300,47012300
790,47023800,47024800
791,47015300,47016300
792,47006700,47007700
793,142180900,142181900
794,142174300,142175300
795,142185000,142186000
796,142189300,142190300
797,142193000,142194000
798,142184100,142185100
799,142187500,142188500
800,142188600,142189600
801,142181900,142182900
802,142178500,142179500
803,41298300,41299300
804,41287400,41288400
805,41299200,41300200
806,41296100,41297100
807,3289300,3290300
808,3277700,3278700
809,3286900,3287900
810,3279200,3280200
811,3292700,3293700
812,3280400,3281400
813,3295500,3296500
814,3283700,3284700
815,3287800,3288800
816,3285200,3286200
817,3276600,3277600
818,3296400,3297400
819,3297200,3298200
820,3294600,3295600
821,3286100,3287100
822,161470600,161471600
823,161474300,161475300
824,161450800,161451800
825,161461400,161462400
826,161460500,161461500
827,161465100,161466100
828,161473000,161474000
829,161457100,161458100
830,161472000,161473000
831,161469500,161470500
832,161462800,161463800
833,161455600,161456600
834,161466900,161467900
835,161464200,161465200
836,195978100,195979100
837,195999800,196000800
838,72048700,72049700
839,72039100,72040100
840,72046600,72047600
841,72047500,72048500
842,110629500,110630500
843,110625300,110626300
844,28815900,28816900
845,28806800,28807800
846,28823700,28824700
847,28806200,28807200
848,28814200,28815200
849,28810600,28811600
850,28813500,28814500
851,28805400,28806400
852,28801000,28802000
853,128063000,128064000
854,128063900,128064900
855,128068200,128069200
856,128070700,128071700
857,128073000,128074000
