,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-203.99021911621094,32.30128479003906,160.090576171875,225.14736938476562,-192.44158935546875,286.5820617675781,215.4379119873047,-26.493087768554688,78.42156982421875,60.48545455932617,112.28076171875,-77.03437805175781,123.93817138671875,-88.8077163696289,-67.04806518554688,57.85446548461914,-7.702775001525879,-70.98989868164062,7.53397274017334,17.075645446777344,125.84986114501953,-22.051607131958008,-189.38650512695312,-200.01312255859375
1,-49.32898712158203,-335.7174377441406,267.3896179199219,-292.7694091796875,-237.5579376220703,486.9873962402344,339.41802978515625,-224.1432342529297,-709.1096801757812,74.10179901123047,-193.7093048095703,206.1765899658203,278.54058837890625,34.97645950317383,-459.9425964355469,-77.05908203125,224.1686553955078,-576.75390625,183.87152099609375,-179.32388305664062,-193.82901000976562,-580.75732421875,-465.3948974609375,-537.2193603515625
2,-88.08411407470703,96.17961120605469,-65.7738037109375,41.84040451049805,-67.36198425292969,69.71072387695312,-4.873864650726318,-75.37010192871094,-66.36779022216797,-65.69847106933594,63.8615837097168,-67.32844543457031,-79.37205505371094,-106.38609313964844,-0.13873615860939026,-41.82921600341797,87.96881866455078,-11.687455177307129,101.6502685546875,55.92634963989258,86.31446075439453,-78.7383041381836,1.4710540771484375,2.5752527713775635
3,-63.660614013671875,185.30523681640625,90.89854431152344,333.23590087890625,-310.6349182128906,330.5846862792969,5.894556522369385,-35.062625885009766,67.03863525390625,105.31065368652344,-23.873085021972656,-208.7294464111328,132.5858612060547,-56.44572448730469,-136.03221130371094,134.11886596679688,-8.851287841796875,149.6178436279297,1.678954839706421,136.97340393066406,-94.4024887084961,-103.07131958007812,-213.4989013671875,-246.07008361816406
4,404.8798828125,-22.555137634277344,480.27630615234375,-145.2985382080078,74.82451629638672,530.6488037109375,188.12107849121094,96.67082977294922,-32.77396774291992,-578.8251342773438,111.10565185546875,-187.18011474609375,-229.35939025878906,-338.1465148925781,431.9299621582031,-116.60852813720703,-7.3628621101379395,462.1216125488281,-407.1089172363281,-318.5577392578125,-107.28044891357422,422.63128662109375,559.8843383789062,14.36070728302002
5,-275.7437438964844,155.8465576171875,30.9384708404541,112.60307312011719,-166.97589111328125,245.2057342529297,1.8323626518249512,10.510986328125,17.19217300415039,50.80934143066406,82.46768188476562,-80.65644836425781,-100.91071319580078,73.9770736694336,14.192106246948242,80.09247589111328,151.9676971435547,83.00917053222656,85.0221176147461,-174.85910034179688,130.22686767578125,35.16950607299805,29.57929039001465,-118.5490951538086
6,28.117799758911133,159.47406005859375,-17.426969528198242,72.4805908203125,-129.50857543945312,277.8800048828125,12.700699806213379,22.352439880371094,-184.26341247558594,15.573283195495605,-104.0458755493164,-177.13002014160156,2.460973024368286,-27.74964141845703,-8.82910442352295,55.985572814941406,-146.92056274414062,-89.82584381103516,-14.729342460632324,-134.34951782226562,-307.90899658203125,-149.46385192871094,72.39285278320312,31.551734924316406
7,-597.85986328125,-131.57496643066406,-210.7158203125,209.31332397460938,184.31900024414062,544.1073608398438,-293.3326110839844,-54.03993225097656,-89.13074493408203,260.3102722167969,-378.86798095703125,-119.34745025634766,362.974365234375,74.63005828857422,23.666051864624023,447.1111755371094,222.74107360839844,314.616455078125,114.6830825805664,-147.8312530517578,45.8151741027832,-287.7091979980469,81.78942108154297,-499.0579833984375
8,386.6471862792969,-10.525985717773438,491.759521484375,-160.26332092285156,63.15265655517578,544.9046020507812,200.57058715820312,92.43721008300781,-43.400264739990234,-582.603515625,105.3337173461914,-180.0428009033203,-226.6515350341797,-341.7730712890625,418.9350280761719,-137.19607543945312,-15.309869766235352,418.7756042480469,-406.83306884765625,-303.3587646484375,-114.8438720703125,408.107177734375,581.2030029296875,44.21731948852539
9,-31.011125564575195,-49.364418029785156,60.9145622253418,-56.43925857543945,33.6556282043457,5.211522579193115,50.63093185424805,140.5420684814453,-16.060169219970703,-60.36045837402344,73.38556671142578,-195.542724609375,1.1388472318649292,21.657760620117188,17.39215087890625,46.90786361694336,55.223167419433594,-25.21438980102539,48.9640998840332,-26.915857315063477,17.5123233795166,58.23458480834961,6.405833721160889,-124.56327056884766
10,11.766571998596191,63.890113830566406,173.8107452392578,14.5097074508667,-221.46304321289062,41.687171936035156,30.60434913635254,32.353336334228516,-355.40380859375,-84.17716217041016,-93.6917495727539,-215.86239624023438,68.10722351074219,146.126220703125,92.73768615722656,241.36851501464844,-97.69831848144531,12.429057121276855,-159.76370239257812,144.82894897460938,-4.186549186706543,93.06087493896484,-125.38323211669922,96.6661148071289
11,-39.8045539855957,300.8753662109375,97.90326690673828,460.7908935546875,-222.77647399902344,134.05694580078125,-282.6885986328125,79.36579132080078,137.23062133789062,-74.65866088867188,-294.1270446777344,162.04991149902344,-181.781005859375,-219.92100524902344,114.4057846069336,8.108675956726074,146.3883819580078,182.05116271972656,189.55052185058594,-134.7728729248047,271.0491027832031,362.99749755859375,149.75860595703125,-220.73475646972656
12,-167.6782989501953,335.38092041015625,35.27584457397461,182.15316772460938,-312.10009765625,204.85260009765625,-123.86198425292969,339.90777587890625,-468.034423828125,3.748522996902466,-126.07743072509766,202.10667419433594,282.5072326660156,-4.304834842681885,-14.876062393188477,149.77676391601562,5.037597179412842,-35.3299446105957,211.93414306640625,267.8712158203125,-135.40841674804688,-183.65484619140625,37.385921478271484,-290.9560546875
