,0,1
0,2891,-1.0
1,2892,-1.0
2,2893,-1.0
3,2894,-1.0
4,2895,-1.0
5,2896,-1.0
6,2897,-1.0
7,2898,-1.0
8,2899,-1.0
9,2900,-1.0
10,2901,-1.0
11,2902,-1.0
12,2903,-1.0
13,2904,-1.0
14,2905,-1.0
15,2906,-1.0
16,2907,-1.0
17,2908,-1.0
18,2909,-1.0
19,2910,-1.0
20,2911,-1.0
21,2912,-1.0
22,2913,-1.0
23,2914,-1.0
24,2915,-1.0
25,2916,-1.0
26,2917,-1.0
27,2918,-1.0
28,2919,-1.0
29,2920,-1.0
30,2921,-1.0
31,2922,-1.0
32,2923,-1.0
33,2924,-1.0
34,2925,-1.0
35,2926,-1.0
36,2927,-1.0
37,2928,-1.0
38,2929,-1.0
39,2930,-1.0
40,2931,-1.0
41,2932,-1.0
42,2933,-1.0
43,2934,-1.0
44,2935,-1.0
45,2936,-1.0
46,2937,-1.0
47,2938,-1.0
48,2939,-1.0
49,2940,-1.0
50,2941,-1.0
51,2942,-1.0
52,2943,-1.0
53,2944,-1.0
54,2945,-1.0
55,2946,-1.0
56,2947,-1.0
57,2948,-1.0
58,2949,-1.0
59,2950,-1.0
60,2951,-1.0
61,2952,-1.0
62,2953,-1.0
63,2954,-1.0
64,2955,-1.0
65,2956,-1.0
66,2957,-1.0
67,2958,-1.0
68,2959,-1.0
69,2960,-1.0
70,2961,-1.0
71,2962,-1.0
72,2963,-1.0
73,2964,-1.0
74,2965,-1.0
75,2966,-1.0
76,2967,-1.0
77,2968,-1.0
78,2969,-1.0
79,2970,-1.0
80,2971,-1.0
81,2972,-1.0
82,2973,-1.0
83,2974,-1.0
84,2975,-1.0
85,2976,-1.0
86,2977,-1.0
87,2978,-1.0
88,2979,-1.0
89,2980,-1.0
90,2981,-1.0
91,2982,-1.0
92,2983,-1.0
93,2984,-1.0
94,2985,-1.0
95,2986,-1.0
96,2987,-1.0
97,2988,-1.0
98,2989,-1.0
99,2990,-1.0
100,2991,-1.0
101,2992,-1.0
102,2993,-1.0
